2025-01-12 21:45:01.679384,-0.0048828125,-0.0068359375,0.9775390625,0.84375,0.15625,0.0
2025-01-12 21:45:01.696664,-0.0068359375,-0.01171875,0.986328125,1.03125,0.34375,0.0
2025-01-12 21:45:01.696664,-0.0048828125,-0.0126953125,0.982421875,1.09375,0.28125,0.0
2025-01-12 21:45:01.715518,0.001953125,-0.0068359375,1.0009765625,1.03125,0.15625,-0.1875
2025-01-12 21:45:01.733385,-0.0048828125,-0.0126953125,0.98046875,0.96875,0.21875,0.0
2025-01-12 21:45:01.752176,-0.0068359375,-0.0078125,0.9716796875,0.96875,0.28125,-0.1875
2025-01-12 21:45:01.771234,-0.0048828125,-0.009765625,0.98046875,0.96875,0.28125,-0.125
2025-01-12 21:45:01.772229,-0.00390625,-0.0048828125,0.9814453125,0.84375,0.28125,0.0
2025-01-12 21:45:01.790355,-0.0146484375,-0.0166015625,0.98828125,1.03125,0.28125,-0.125
2025-01-12 21:45:01.808831,-0.0048828125,-0.0078125,0.974609375,1.03125,0.28125,-0.125
2025-01-12 21:45:01.826750,-0.009765625,-0.0166015625,0.984375,0.96875,0.28125,-0.125
2025-01-12 21:45:01.846160,-0.0126953125,-0.001953125,0.9912109375,0.96875,0.28125,0.0
2025-01-12 21:45:01.847155,-0.0126953125,-0.00390625,0.970703125,0.90625,0.15625,-0.125
2025-01-12 21:45:01.864909,-0.0078125,-0.0107421875,0.986328125,1.03125,0.21875,-0.125
2025-01-12 21:45:01.883631,-0.00390625,-0.0087890625,0.9970703125,0.96875,0.21875,-0.1875
2025-01-12 21:45:01.903413,-0.0048828125,-0.009765625,0.98828125,0.90625,0.28125,0.0
2025-01-12 21:45:01.920594,-0.0078125,-0.0107421875,0.9873046875,0.96875,0.15625,-0.1875
2025-01-12 21:45:01.921583,-0.01171875,-0.0205078125,0.96484375,0.84375,0.28125,-0.125
2025-01-12 21:45:01.958610,-0.005859375,-0.0146484375,0.9921875,0.96875,0.28125,-0.125
2025-01-12 21:45:01.958610,-0.0078125,-0.0146484375,0.974609375,0.90625,0.21875,0.0
2025-01-12 21:45:01.977739,-0.0078125,-0.0087890625,0.982421875,1.03125,0.34375,0.0
2025-01-12 21:45:01.998483,-0.01171875,-0.013671875,0.9970703125,1.03125,0.15625,-0.1875
2025-01-12 21:45:01.998483,-0.0009765625,-0.0087890625,0.9794921875,1.03125,0.34375,-0.125
2025-01-12 21:45:02.014994,-0.0048828125,-0.0107421875,0.970703125,1.03125,0.21875,0.0
